id,name,type,source
speaker_Hon._Mona_Fortier_(Minister_of_Middle_Class_Prosperity_and_Associate_Minister_of_Finance),"Hon. Mona Fortier (Minister of Middle Class Prosperity and Associate Minister of Finance)","person","MISeD"
speaker_Mrs._Cathy_McLeod,"Mrs. Cathy McLeod","person","MISeD"
speaker_Hon._Mona_Fortier,"Hon. Mona Fortier","person","MISeD"
speaker_Hon._David_Lametti_(Minister_of_Justice_and_Attorney_General_of_Canada),"Hon. David Lametti (Minister of Justice and Attorney General of Canada)","person","MISeD"
speaker_Mr._Grard_Deltell_(Louis-Saint-Laurent,_CPC),"Mr. Grard Deltell (Louis-Saint-Laurent, CPC)","person","MISeD"
speaker_Mr._Grard_Deltell,"Mr. Grard Deltell","person","MISeD"
speaker_Mr._Bob_Saroya_(MarkhamUnionville,_CPC),"Mr. Bob Saroya (MarkhamUnionville, CPC)","person","MISeD"
speaker_Hon._Bardish_Chagger_(Minister_of_Diversity_and_Inclusion_and_Youth),"Hon. Bardish Chagger (Minister of Diversity and Inclusion and Youth)","person","MISeD"
speaker_Mr._Bob_Saroya,"Mr. Bob Saroya","person","MISeD"
speaker_Mr._Randy_Hoback_(Prince_Albert,_CPC),"Mr. Randy Hoback (Prince Albert, CPC)","person","MISeD"
speaker_Hon._Mary_Ng,"Hon. Mary Ng","person","MISeD"
speaker_Mr._Randy_Hoback,"Mr. Randy Hoback","person","MISeD"
speaker_Hon._Pablo_Rodriguez_(Leader_of_the_Government_in_the_House_of_Commons),"Hon. Pablo Rodriguez (Leader of the Government in the House of Commons)","person","MISeD"
speaker_Mr._John_Williamson_(New_Brunswick_Southwest,_CPC),"Mr. John Williamson (New Brunswick Southwest, CPC)","person","MISeD"
speaker_Hon._Ahmed_Hussen_(Minister_of_Families,_Children_and_Social_Development),"Hon. Ahmed Hussen (Minister of Families, Children and Social Development)","person","MISeD"
speaker_Mr._John_Williamson,"Mr. John Williamson","person","MISeD"
speaker_Hon._Ahmed_Hussen,"Hon. Ahmed Hussen","person","MISeD"
speaker_Hon._Pablo_Rodriguez,"Hon. Pablo Rodriguez","person","MISeD"
speaker_Mr._Stphane_Bergeron,"Mr. Stphane Bergeron","person","MISeD"
speaker_The_Honourable_Patty_Hajdu_(Minister_of_Health),"The Honourable Patty Hajdu (Minister of Health)","person","MISeD"
speaker_The_Acting_Chair_(Mrs._Carol_Hughes),"The Acting Chair (Mrs. Carol Hughes)","person","MISeD"
speaker_Ms._Iqra_Khalid_(MississaugaErin_Mills,_Lib.),"Ms. Iqra Khalid (MississaugaErin Mills, Lib.)","person","MISeD"
speaker_Mr._Francis_Drouin_(GlengarryPrescottRussell,_Lib.),"Mr. Francis Drouin (GlengarryPrescottRussell, Lib.)","person","MISeD"
speaker_Mr._Daniel_Blaikie_(ElmwoodTranscona,_NDP),"Mr. Daniel Blaikie (ElmwoodTranscona, NDP)","person","MISeD"
speaker_Mr._Daniel_Blaikie,"Mr. Daniel Blaikie","person","MISeD"
speaker_Hon._Navdeep_Bains_(MississaugaMalton,_Lib.),"Hon. Navdeep Bains (MississaugaMalton, Lib.)","person","MISeD"
speaker_Hon._Navdeep_Bains,"Hon. Navdeep Bains","person","MISeD"
speaker_Mr._Kevin_Waugh_(SaskatoonGrasswood,_CPC),"Mr. Kevin Waugh (SaskatoonGrasswood, CPC)","person","MISeD"
speaker_Hon._Patty_Hajdu,"Hon. Patty Hajdu","person","MISeD"
speaker_Mr._Kevin_Waugh,"Mr. Kevin Waugh","person","MISeD"
speaker_Hon._Steven_Guilbeault_(Minister_of_Canadian_Heritage),"Hon. Steven Guilbeault (Minister of Canadian Heritage)","person","MISeD"
speaker_Mr._Alex_Ruff_(BruceGreyOwen_Sound,_CPC),"Mr. Alex Ruff (BruceGreyOwen Sound, CPC)","person","MISeD"
speaker_Mr._Alex_Ruff,"Mr. Alex Ruff","person","MISeD"
speaker_Hon._Lawrence_MacAulay_(Minister_of_Veterans_Affairs),"Hon. Lawrence MacAulay (Minister of Veterans Affairs)","person","MISeD"
speaker_Hon._Lawrence_MacAulay,"Hon. Lawrence MacAulay","person","MISeD"
speaker_Mr._Scott_Aitchison,"Mr. Scott Aitchison","person","MISeD"
speaker_Hon._Maryam_Monsef_(Minister_for_Women_and_Gender_Equality_and_Rural_Economic_Development),"Hon. Maryam Monsef (Minister for Women and Gender Equality and Rural Economic Development)","person","MISeD"
speaker_Mr._Bernard_Gnreux_(MontmagnyL'IsletKamouraskaRivire-du-Loup,_CPC),"Mr. Bernard Gnreux (MontmagnyL'IsletKamouraskaRivire-du-Loup, CPC)","person","MISeD"
speaker_Hon._Maryam_Monsef,"Hon. Maryam Monsef","person","MISeD"
speaker_Mr._Bernard_Gnreux,"Mr. Bernard Gnreux","person","MISeD"
speaker_Mr._Alexandre_Boulerice_(RosemontLa_Petite-Patrie,_NDP),"Mr. Alexandre Boulerice (RosemontLa Petite-Patrie, NDP)","person","MISeD"
speaker_Mr._Alexandre_Boulerice,"Mr. Alexandre Boulerice","person","MISeD"
speaker_Hon._Steven_Guilbeault,"Hon. Steven Guilbeault","person","MISeD"
speaker_Mrs._Julie_Vignola_(BeauportLimoilou,_BQ),"Mrs. Julie Vignola (BeauportLimoilou, BQ)","person","MISeD"
speaker_Hon._Anita_Anand_(Minister_of_Public_Services_and_Procurement),"Hon. Anita Anand (Minister of Public Services and Procurement)","person","MISeD"
speaker_Mrs._Julie_Vignola,"Mrs. Julie Vignola","person","MISeD"
speaker_Hon._Anita_Anand,"Hon. Anita Anand","person","MISeD"
speaker_Mr._Luc_Thriault_(Montcalm,_BQ),"Mr. Luc Thriault (Montcalm, BQ)","person","MISeD"
speaker_Mr._Luc_Thriault,"Mr. Luc Thriault","person","MISeD"
speaker_Mr._Earl_Dreeshen_(Red_DeerMountain_View,_CPC),"Mr. Earl Dreeshen (Red DeerMountain View, CPC)","person","MISeD"
speaker_Hon._Marie-Claude_Bibeau_(Minister_of_Agriculture_and_Agri-Food),"Hon. Marie-Claude Bibeau (Minister of Agriculture and Agri-Food)","person","MISeD"
speaker_Mr._Earl_Dreeshen,"Mr. Earl Dreeshen","person","MISeD"
speaker_Hon._Marie-Claude_Bibeau,"Hon. Marie-Claude Bibeau","person","MISeD"
topic_Special,"Special","topic","MISeD"
topic_Meeting,"Meeting","topic","MISeD"
topic_House,"House","topic","MISeD"
topic_Commons,"Commons","topic","MISeD"
topic_Committee,"Committee","topic","MISeD"
topic_Pandemic,"Pandemic","topic","MISeD"
topic_Who,"Who","topic","MISeD"
topic_Quebec,"Quebec","topic","MISeD"
topic_Auditor,"Auditor","topic","MISeD"
topic_General,"General","topic","MISeD"
topic_Steven,"Steven","topic","MISeD"
topic_Guilbeault,"Guilbeault","topic","MISeD"
topic_Was,"Was","topic","MISeD"
topic_Anand,"Anand","topic","MISeD"
speaker_Grad_D,"Grad D","person","MISeD"
speaker_Professor_F,"Professor F","person","MISeD"
speaker_Postdoc_E,"Postdoc E","person","MISeD"
speaker_PhD_G,"PhD G","person","MISeD"
speaker_PhD_B,"PhD B","person","MISeD"
speaker_Grad_C,"Grad C","person","MISeD"
concept_The_participants_discussed_the_Automatic_Speech_Recognition_(ASR)_results_from_Liz,"The participants discussed the Automatic Speech Recognition (ASR) results from Liz","concept","MISeD"
concept_They_talked_about_the_transcripts_and_the_transcription_status,"They talked about the transcripts and the transcription status","concept","MISeD"
concept_Don_discussed_the_disk_space_and_storage_formats,"Don discussed the disk space and storage formats","concept","MISeD"
concept_They_had_a_debate_about_the_connected_digits,"They had a debate about the connected digits","concept","MISeD"
concept_The_participants_also_talked_about_the_formatting_of_the_transcripts,_and_discussed_the_possibility_of_having_overlapping_digits,"The participants also talked about the formatting of the transcripts, and discussed the possibility of having overlapping digits","concept","MISeD"
topic_Jane,"Jane","topic","MISeD"
concept_This_decision_helps_to_provide_a_clear_and_organized_structure_for_comments_within_the_transcripts,"This decision helps to provide a clear and organized structure for comments within the transcripts","concept","MISeD"
concept_Curly_brackets_and_tags_allow_for_easy_identification_and_distinction_of_different_types_of_comments,"Curly brackets and tags allow for easy identification and distinction of different types of comments","concept","MISeD"
speaker_Postdoc_B,"Postdoc B","person","MISeD"
speaker_Professor_C,"Professor C","person","MISeD"
speaker_Grad_F,"Grad F","person","MISeD"
concept_Updates_on_the_pre-segmentation_of_digits_and_transcripts,"Updates on the pre-segmentation of digits and transcripts","concept","MISeD"
concept_A_discussion_regarding_the_advisability_of_having_transcribers_extract_digits_from_speech_samples,"A discussion regarding the advisability of having transcribers extract digits from speech samples","concept","MISeD"
concept_Potential_approaches_for_articulatory_feature_marking,"Potential approaches for articulatory feature marking","concept","MISeD"
concept_An_update_on_new_microphones_to_replace_existing_ones,"An update on new microphones to replace existing ones","concept","MISeD"
concept_The_participants_discussed_the_possibility_of_involving_transcribers_in_extracting_digits_from_speech_samples_to_enhance_the_transcript's_composition,"The participants discussed the possibility of involving transcribers in extracting digits from speech samples to enhance the transcript's composition","concept","MISeD"
concept_There_was_a_concern_raised_regarding_reassigning_the_transcribers_from_their_current_duties_to_the_new_task_of_extracting_digits,"There was a concern raised regarding reassigning the transcribers from their current duties to the new task of extracting digits","concept","MISeD"
concept_The_participants_acknowledged_that_extracting_digits_would_be_an_additional_dimension_for_the_transcribers,_but_it_would_also_offer_them_a_break_from_their_routine_work,"The participants acknowledged that extracting digits would be an additional dimension for the transcribers, but it would also offer them a break from their routine work","concept","MISeD"
concept_They_discussed_the_possibility_of_using_Switchboard_data_instead,_since_it_offers_a_wider_range_of_transcriptions._However,_it_was_noted_that_Switchboard_data_would_present_a_different_set_of_challenges,_due_to_the_presence_of_telephone_bandwidth_limitations,"They discussed the possibility of using Switchboard data instead, since it offers a wider range of transcriptions. However, it was noted that Switchboard data would present a different set of challenges, due to the presence of telephone bandwidth limitations","concept","MISeD"
topic_Grad,"Grad","topic","MISeD"
topic_system,"system","topic","MISeD"
concept_The_participants_discussed_the_possibility_that_meeting_data_might_not_be_suitable_for_articulatory_feature_marking,_due_to_the_highly_predictable_nature_of_the_speech_during_meetings,"The participants discussed the possibility that meeting data might not be suitable for articulatory feature marking, due to the highly predictable nature of the speech during meetings","concept","MISeD"
concept_Evaluating_a_variety_of_ideas_that_were_presented_by_the_three_project_members,"Evaluating a variety of ideas that were presented by the three project members","concept","MISeD"
concept_The_user_interface_restrictions,_case_limitations,_power_options,_chip_constraints,_and_logic_impacts_were_reviewed,"The user interface restrictions, case limitations, power options, chip constraints, and logic impacts were reviewed","concept","MISeD"
concept_A_snowman_shape_concept_came_into_consideration_with_various_color_theme_ideas_and_utilized_as_a_foundation_for_a_theme,"A snowman shape concept came into consideration with various color theme ideas and utilized as a foundation for a theme","concept","MISeD"
concept_A_kinetic_battery_option_was_declared_as_a_good_power_source_option,_being_that_it_reduces_power_consumption_overall,"A kinetic battery option was declared as a good power source option, being that it reduces power consumption overall","concept","MISeD"
concept_A_jog_dial_was_considered_for_the_design_to_be_utilized_as_a_channel/volume_controller,"A jog dial was considered for the design to be utilized as a channel/volume controller","concept","MISeD"
concept_User_interface_limitations_regarding_standard_buttons_and_scroll_wheels,"User interface limitations regarding standard buttons and scroll wheels","concept","MISeD"
concept_Case_design_constraints_including_no_titanium_curves_and_no_rubber_mixed_with_wood,"Case design constraints including no titanium curves and no rubber mixed with wood","concept","MISeD"
concept_The_concept_of_having_a_light_within_the_device_that_illuminates_when_it_is_picked_up,_using_the_kinetic_energy_from_the_user,"The concept of having a light within the device that illuminates when it is picked up, using the kinetic energy from the user","concept","MISeD"
concept_Standard_battery,"Standard battery","concept","MISeD"
concept_Kinetic_power,"Kinetic power","concept","MISeD"
concept_Solar_power,"Solar power","concept","MISeD"
concept_Wind-up_power,"Wind-up power","concept","MISeD"
topic_In,"In","topic","MISeD"
concept_Whether_or_not_to_incorporate_a_jog_dial_into_the_design,"Whether or not to incorporate a jog dial into the design","concept","MISeD"
concept_The_optimal_device_shape,"The optimal device shape","concept","MISeD"
concept_The_slogan_placement,"The slogan placement","concept","MISeD"
concept_Case_and_button_design,"Case and button design","concept","MISeD"
concept_Final_color_combination,"Final color combination","concept","MISeD"
concept_Plastic_and_rubber_combination,"Plastic and rubber combination","concept","MISeD"
concept_A_curved_titanium_case_was_not_an_option,"A curved titanium case was not an option","concept","MISeD"
concept_A_titanium_and_wood_combination_was_not_an_option,"A titanium and wood combination was not an option","concept","MISeD"
concept_A_flat_or_curved_plastic_case,"A flat or curved plastic case","concept","MISeD"
concept_A_wooden_case_with_no_curves,"A wooden case with no curves","concept","MISeD"
concept_What_will_the_final_design_of_the_remote_be?,"What will the final design of the remote be?","concept","MISeD"
concept_What_buttons_will_be_included_on_the_remote?,"What buttons will be included on the remote?","concept","MISeD"
concept_What_will_the_remote's_final_cost_be?,"What will the remote's final cost be?","concept","MISeD"
concept_The_Industrial_Designer_(I_D_)_and_User_Interface_Designer_(U_I_D_)_were_assigned_to_work_together_on_a_prototype_using_modelling_clay,"The Industrial Designer (I_D_) and User Interface Designer (U_I_D_) were assigned to work together on a prototype using modelling clay","concept","MISeD"
concept_The_Marketing_team_was_assigned_to_do_product_evaluation,"The Marketing team was assigned to do product evaluation","concept","MISeD"
concept_The_energy_source_for_the_remote_(rechargeable_battery_or_base_with_charging_capability),"The energy source for the remote (rechargeable battery or base with charging capability)","concept","MISeD"
concept_The_material_the_remote_will_be_made_of_(plastic,_titanium,_or_latex),"The material the remote will be made of (plastic, titanium, or latex)","concept","MISeD"
concept_The_type_of_chip_that_will_be_used_in_the_remote_(standard_or_sample_sensor/speaker_chip),"The type of chip that will be used in the remote (standard or sample sensor/speaker chip)","concept","MISeD"
concept_The_size_of_the_batteries_(double_A,_triple_A,_or_small_lithium_battery),"The size of the batteries (double A, triple A, or small lithium battery)","concept","MISeD"
topic_Will,"Will","topic","MISeD"
concept_The_remote_will_have_a_locating_device,"The remote will have a locating device","concept","MISeD"
concept_The_remote's_illumination_will_be_yellow,"The remote's illumination will be yellow","concept","MISeD"
concept_The_remote_will_have_a_latex_overlay_that_can_be_changed_to_different_colors,"The remote will have a latex overlay that can be changed to different colors","concept","MISeD"
concept_The_remote_will_have_a_shiny_gun-metal_gray_base,"The remote will have a shiny gun-metal gray base","concept","MISeD"
concept_The_participants_agreed_on_the_basic_functions_to_include_in_the_design,_such_as_limited_buttons,_speech_recognition,_and_organic_design,"The participants agreed on the basic functions to include in the design, such as limited buttons, speech recognition, and organic design","concept","MISeD"
